age,job_role,department,experience_years,company_type,work_mode,weekly_work_hours,overtime_hours,task_load_score,meeting_hours_per_week,schedule_flexibility,dependents_count,care_responsibility_hours,commute_time_minutes,work_life_balance_score,manager_support_score,team_support_score,mental_health_resources,gender_inclusive_policies,promotion_fairness_score,sleep_hours,stress_level,physical_activity_days,mental_health_days_taken,job_satisfaction,career_growth_score,skill_gap_score,ai_tool_usage_frequency,ai_assistance_type,training_hours_last_6_months,burnout_risk
57,Developer,Operations,25,SME,Remote,42,6,10,13,1,3,38,55,3,3,6,0,1,2,6.3,8,5,2,2,6,8,4,Learning,27,1
43,Designer,HR,29,MNC,Remote,58,11,6,15,10,3,31,83,7,5,8,1,0,8,5.5,9,2,13,8,3,2,3,Scheduling,87,0
55,Manager,Finance,32,Startup,Onsite,34,0,9,4,7,2,20,20,6,10,8,1,0,3,8.2,5,2,7,4,8,9,0,Scheduling,33,0
29,Analyst,HR,15,SME,Hybrid,41,3,10,19,4,0,8,97,8,8,2,1,0,3,8.5,5,4,8,6,7,7,3,Scheduling,52,0
40,Manager,Finance,21,Startup,Hybrid,42,17,7,14,10,2,0,48,7,7,3,1,1,6,8.9,4,7,12,4,5,7,2,Wellness,39,0
58,Designer,Finance,17,SME,Remote,51,14,1,8,7,2,3,93,1,9,7,0,0,6,8.9,9,5,13,9,2,10,3,Scheduling,63,0
27,Analyst,HR,6,MNC,Remote,44,2,1,6,7,2,3,5,3,10,3,0,1,6,8.9,10,1,12,5,5,4,3,Scheduling,9,0
47,Manager,Operations,25,MNC,Remote,42,6,4,12,5,2,25,34,9,7,2,0,1,5,7.6,8,2,4,6,9,7,1,Scheduling,25,0
55,Analyst,Tech,7,Startup,Hybrid,30,5,2,7,8,2,33,26,4,2,6,1,0,4,6.8,6,3,1,9,5,2,3,Learning,42,0
27,Developer,Tech,5,MNC,Remote,30,14,3,11,8,3,26,83,3,4,2,0,1,9,4.9,10,6,14,6,3,10,6,Scheduling,70,1
58,Manager,HR,29,SME,Onsite,40,14,7,3,5,2,14,112,5,8,2,0,0,4,7.8,6,5,6,2,7,3,4,Wellness,43,0
54,Analyst,HR,22,MNC,Onsite,51,5,7,15,5,0,31,101,8,9,2,1,0,1,7.7,6,5,14,1,3,2,1,Wellness,70,0
43,Analyst,Finance,31,SME,Remote,64,7,3,5,7,1,6,39,1,7,4,0,1,8,8.2,6,5,11,9,8,5,2,Scheduling,56,0
42,Analyst,HR,21,SME,Onsite,35,7,2,4,6,2,13,13,2,5,7,1,0,8,6.3,7,6,5,2,5,1,6,Wellness,47,0
27,Manager,Finance,8,MNC,Onsite,57,0,1,0,4,0,22,73,7,1,6,0,1,3,8.5,6,3,5,2,5,2,6,Scheduling,78,0
27,HR,Operations,30,SME,Onsite,60,12,9,13,2,1,0,51,1,9,5,1,1,9,7.6,8,7,11,4,6,6,4,Scheduling,61,1
25,Manager,HR,6,SME,Onsite,37,12,10,8,8,0,31,105,5,6,4,0,0,7,4.9,7,2,0,10,10,6,4,Wellness,60,1
51,Designer,Tech,8,Startup,Onsite,34,10,3,17,3,3,25,78,10,2,2,0,0,7,5,2,5,14,10,6,8,2,None,66,0
32,Manager,Tech,12,Startup,Hybrid,46,3,9,5,2,3,8,39,8,10,8,0,0,5,8.1,10,7,0,3,3,9,0,Wellness,44,1
51,Analyst,HR,2,Startup,Remote,38,6,4,14,10,1,15,42,6,10,2,1,0,3,6.1,4,5,5,7,7,9,3,Learning,60,0
52,Developer,Finance,34,MNC,Onsite,39,11,10,15,7,1,30,111,3,2,8,1,0,10,5.2,7,6,14,7,9,7,3,Learning,89,1
45,Manager,Tech,32,Startup,Remote,49,12,6,7,10,1,1,57,7,10,10,0,1,5,6.1,2,7,5,3,1,10,0,None,70,0
30,Manager,Finance,20,SME,Onsite,43,11,7,18,6,3,31,2,3,1,4,1,1,3,4.8,4,7,3,3,4,1,6,Learning,1,1
24,Analyst,HR,30,MNC,Hybrid,43,15,10,4,8,3,9,14,5,4,5,1,0,3,8.5,2,2,7,9,4,4,6,Wellness,73,0
52,Developer,HR,33,MNC,Hybrid,55,5,6,13,6,0,24,44,7,10,1,1,0,1,4.4,2,6,12,7,1,7,5,Wellness,93,0
58,Developer,Tech,31,MNC,Onsite,58,13,1,6,7,3,17,94,2,2,2,0,0,4,5.8,7,3,8,3,6,2,2,Learning,46,1
57,Designer,HR,34,MNC,Onsite,56,18,6,3,2,1,33,10,10,10,8,0,1,9,6.8,2,4,5,3,2,9,5,Scheduling,66,0
45,Manager,Operations,14,SME,Onsite,54,15,6,0,10,2,28,109,4,9,1,0,1,6,8.4,4,5,9,3,6,1,5,Learning,28,0
52,Developer,Operations,31,SME,Hybrid,45,3,5,3,2,2,23,38,2,2,3,1,1,6,7.9,7,0,7,9,1,9,6,None,62,0
27,Developer,Tech,5,Startup,Hybrid,63,4,3,13,6,1,2,18,7,9,2,0,0,6,4.1,6,3,14,8,10,7,0,Learning,24,0
23,HR,Operations,20,MNC,Remote,45,8,10,15,9,3,14,78,3,1,10,0,1,5,8.1,4,0,7,7,5,10,1,None,3,0
41,HR,Finance,32,Startup,Hybrid,62,2,3,6,3,1,2,101,9,7,5,0,0,2,7.2,9,2,1,8,6,6,1,None,46,0
49,Developer,Tech,31,SME,Onsite,32,9,10,9,10,3,30,19,6,6,4,0,0,5,4.7,5,1,3,1,10,7,1,Wellness,68,1
32,Designer,Tech,18,MNC,Remote,52,16,7,9,8,2,9,85,1,6,4,0,0,10,7.1,2,2,0,9,2,2,0,Learning,62,0
25,Developer,Finance,32,SME,Hybrid,40,18,8,3,5,0,37,70,10,2,4,0,1,3,8.1,7,6,0,5,1,10,4,Scheduling,5,1
36,Analyst,Operations,27,Startup,Hybrid,47,9,3,11,6,3,21,55,8,1,4,1,1,10,7,10,2,13,5,7,2,1,None,82,1
27,Manager,Operations,30,SME,Onsite,58,11,3,5,6,0,13,77,7,10,4,0,0,2,9,2,2,5,5,1,3,0,Learning,17,0
51,Designer,Operations,20,MNC,Remote,34,6,7,12,10,2,8,117,1,8,6,0,0,4,6.5,8,5,6,9,7,6,1,Learning,35,0
59,Analyst,Tech,33,MNC,Hybrid,53,17,10,0,3,0,17,3,3,8,2,0,0,10,7.4,7,3,4,5,1,1,1,Wellness,75,1
23,Designer,Tech,14,Startup,Hybrid,58,18,7,7,5,0,7,8,3,2,4,1,1,9,4.4,9,3,7,2,9,4,3,Scheduling,87,1
36,Analyst,Operations,13,MNC,Onsite,58,14,9,15,1,1,37,102,3,4,7,0,1,7,8.1,6,1,8,6,5,8,0,Scheduling,56,1
32,Manager,HR,18,SME,Remote,55,6,6,4,2,0,14,24,7,4,7,1,0,10,7.1,7,6,3,7,6,8,3,Learning,29,1
29,Manager,Operations,14,SME,Remote,32,11,7,6,10,2,14,46,6,2,1,1,0,9,6.8,10,0,0,7,7,5,7,Scheduling,13,1
47,HR,Finance,5,SME,Remote,31,6,10,2,3,3,5,98,2,9,10,1,0,3,7.5,9,7,5,7,1,7,2,None,38,1
26,Analyst,Tech,8,SME,Remote,54,9,1,1,4,0,11,100,5,4,9,0,0,2,6.8,7,6,0,2,8,5,1,Wellness,1,0
27,HR,Finance,19,Startup,Onsite,48,19,7,1,9,3,18,48,6,4,7,1,1,9,7.8,9,0,1,6,6,4,5,Learning,33,1
47,Analyst,Finance,33,SME,Hybrid,31,9,2,19,1,1,39,26,2,4,6,0,1,6,6.9,8,0,11,9,2,6,5,Scheduling,57,0
25,HR,Tech,25,Startup,Hybrid,48,4,7,9,3,2,4,27,1,5,2,0,1,10,6.6,5,2,10,1,1,8,1,Learning,83,1
40,Manager,HR,17,SME,Remote,30,17,3,19,3,2,26,87,4,10,6,1,0,4,4.7,7,1,3,3,1,10,7,Scheduling,99,1
41,Designer,Operations,27,Startup,Remote,56,8,9,8,6,3,9,96,4,8,5,1,1,4,6.4,7,2,3,6,4,1,3,None,86,1
54,HR,Finance,8,SME,Remote,64,15,5,17,5,2,13,96,4,4,9,0,1,10,6.7,1,1,5,7,3,3,7,Learning,34,0
41,Analyst,Tech,31,SME,Hybrid,34,6,7,5,3,1,33,61,1,3,1,0,1,10,7.1,4,4,7,2,6,4,7,Wellness,33,1
33,Analyst,Finance,5,Startup,Hybrid,33,9,8,19,4,3,14,15,3,1,5,1,0,6,6.3,5,3,2,10,10,5,5,Scheduling,84,0
22,Manager,Operations,13,MNC,Remote,46,4,2,5,7,2,28,86,7,2,3,0,1,7,4.7,6,5,14,8,8,1,0,Wellness,7,0
47,Analyst,HR,27,MNC,Onsite,50,6,1,9,3,1,25,45,4,4,9,0,1,10,4.8,7,5,5,6,1,9,4,Wellness,42,1
35,Developer,HR,23,MNC,Hybrid,60,4,7,8,9,1,26,74,2,9,1,1,0,5,7.6,5,5,2,9,7,8,5,None,62,0
59,Designer,HR,12,Startup,Hybrid,51,14,6,8,8,0,2,45,8,1,6,0,0,8,7.3,2,7,1,9,8,2,4,None,61,0
58,HR,Tech,11,MNC,Remote,40,18,6,2,2,2,2,39,1,6,3,0,0,10,5.3,5,2,12,9,5,5,6,Scheduling,93,1
32,Designer,Tech,18,MNC,Onsite,63,9,2,11,5,3,34,82,9,6,1,0,0,1,6.2,5,4,11,9,8,9,2,Learning,19,0
57,Manager,HR,20,Startup,Remote,44,7,3,10,4,0,34,33,5,10,3,0,1,1,5.5,7,0,3,2,1,3,0,Scheduling,51,0
34,HR,Operations,26,MNC,Remote,39,8,4,13,5,3,5,86,2,3,2,1,0,4,4.9,3,5,3,10,2,5,0,Scheduling,83,0
24,HR,Operations,18,MNC,Onsite,61,10,3,18,3,0,13,9,4,10,10,0,1,8,5.6,1,4,11,10,4,9,3,None,86,0
54,Developer,Tech,23,MNC,Onsite,60,1,2,9,10,1,25,100,3,9,8,1,0,8,5.3,6,5,1,7,1,6,1,Scheduling,83,0
27,Manager,HR,25,Startup,Onsite,57,2,3,18,1,0,2,110,7,10,3,1,0,6,4.4,7,3,11,5,5,5,1,Scheduling,45,1
31,Analyst,Operations,27,Startup,Hybrid,60,12,6,4,8,0,32,0,6,3,7,0,1,5,6.5,10,5,10,9,10,8,6,Learning,86,1
26,Developer,Operations,17,MNC,Remote,35,10,9,8,9,0,12,65,9,1,10,0,0,10,6.3,8,3,2,1,3,5,0,Scheduling,3,1
44,Developer,Operations,28,MNC,Hybrid,43,9,4,0,8,2,28,114,4,2,6,0,0,10,7.6,7,5,8,10,2,9,4,Learning,61,0
31,Designer,Tech,16,Startup,Onsite,52,14,6,14,4,0,8,85,3,4,7,0,1,2,7.1,7,5,9,7,7,3,2,Scheduling,9,1
23,Designer,HR,3,MNC,Hybrid,45,5,1,3,2,1,31,16,7,4,7,1,1,5,5.7,7,3,8,10,2,1,6,None,39,0
34,Designer,Finance,28,Startup,Onsite,54,0,6,6,4,3,21,46,6,2,10,0,0,5,6.5,1,6,11,5,9,4,3,Scheduling,4,0
23,Developer,HR,3,MNC,Onsite,31,13,3,5,9,2,21,23,5,10,1,1,0,2,6.7,9,7,14,9,6,7,7,Learning,95,0
41,Analyst,HR,9,Startup,Remote,63,17,9,14,10,1,33,49,10,6,4,0,0,8,8.6,9,5,9,7,8,3,0,Wellness,17,0
22,HR,Tech,24,SME,Remote,54,10,4,5,9,2,9,84,7,6,4,0,1,10,8.9,7,4,6,4,3,10,2,Learning,60,0
58,Designer,Operations,30,SME,Remote,45,7,7,6,5,3,24,103,5,3,5,1,1,5,8.1,9,6,1,8,5,8,0,Scheduling,56,1
30,Analyst,Operations,2,Startup,Hybrid,47,2,4,19,5,3,11,28,9,1,10,1,0,5,6.8,4,0,12,9,3,2,2,Scheduling,62,0
38,Manager,Tech,1,SME,Remote,42,13,6,2,10,3,2,116,4,10,5,1,1,1,8.6,7,2,4,9,9,9,2,Scheduling,88,0
30,Designer,Tech,24,MNC,Onsite,56,1,7,12,3,2,18,77,1,9,8,1,1,1,4.9,2,5,7,10,1,3,6,Learning,80,0
32,HR,Tech,5,Startup,Remote,63,15,2,1,6,2,32,71,10,4,4,1,0,1,7.5,6,6,14,4,8,6,5,Learning,4,0
36,Manager,Tech,25,Startup,Hybrid,40,5,10,2,7,3,25,93,5,9,1,0,0,8,6.3,2,0,0,6,6,7,1,None,98,0
45,Manager,Tech,7,MNC,Remote,30,0,6,12,10,3,12,85,1,5,5,1,0,10,4.7,10,7,0,4,7,5,5,Scheduling,20,1
59,HR,Finance,34,MNC,Remote,42,13,8,8,9,1,6,86,1,7,1,1,0,2,4.4,3,6,10,1,2,10,3,Wellness,99,0
56,Designer,HR,26,Startup,Remote,59,9,6,18,7,3,33,103,1,3,3,0,1,8,6.4,1,6,14,6,7,5,3,Learning,18,0
51,Developer,HR,24,MNC,Hybrid,34,5,2,17,3,0,21,114,1,3,8,0,0,6,5.2,7,1,10,8,1,1,6,Learning,22,0
52,HR,HR,17,Startup,Onsite,47,8,4,4,7,2,19,12,8,8,10,1,0,5,5.3,2,1,5,6,7,4,5,Learning,68,0
26,HR,Operations,0,MNC,Onsite,43,6,1,9,1,1,22,63,2,1,5,0,1,6,5.6,3,2,6,3,8,1,6,Learning,32,0
35,HR,Finance,2,Startup,Onsite,42,1,7,13,2,2,13,27,9,8,7,0,1,4,7.6,1,5,13,8,2,9,1,Wellness,3,0
32,Manager,HR,3,MNC,Remote,61,10,8,16,4,3,29,93,7,8,1,0,1,3,4.8,3,5,6,10,10,9,7,None,96,0
30,Analyst,Operations,14,MNC,Remote,36,13,10,2,7,0,22,4,3,3,6,0,1,4,7.6,4,3,13,9,2,5,7,Wellness,34,0
55,Developer,Finance,7,SME,Hybrid,37,4,2,6,9,3,18,73,9,1,8,0,1,9,7.9,7,2,2,1,3,5,4,Wellness,58,0
33,Designer,Finance,18,SME,Onsite,36,8,10,8,5,2,38,102,4,9,6,0,1,8,7,6,4,9,6,10,5,6,Learning,41,0
56,Designer,Operations,25,SME,Remote,45,6,5,4,8,1,35,8,7,4,4,1,1,8,5.2,1,7,3,10,4,7,7,Learning,89,0
56,Analyst,Finance,9,MNC,Remote,60,13,8,3,7,2,5,13,3,7,8,1,0,1,4.3,4,5,8,8,8,6,5,Scheduling,85,0
22,HR,Operations,13,Startup,Remote,56,15,8,2,5,1,22,101,5,9,8,0,0,5,6,9,3,10,2,3,2,3,None,74,1
43,Developer,HR,18,MNC,Hybrid,62,15,5,12,3,0,9,9,4,3,6,1,1,6,8.2,3,2,14,4,6,10,1,None,48,0
50,Designer,Operations,29,SME,Onsite,58,6,8,8,3,3,34,32,6,5,8,1,0,9,4.5,6,2,9,1,10,3,6,None,89,1
29,Designer,Finance,4,MNC,Hybrid,37,9,6,6,6,3,20,74,9,10,6,0,1,10,7.7,2,6,12,4,8,5,2,Scheduling,40,0
32,HR,HR,30,SME,Onsite,62,5,5,7,10,0,31,39,5,3,4,0,0,10,6.3,5,4,3,2,10,7,2,None,76,0
58,Analyst,HR,6,SME,Onsite,48,16,4,9,4,2,29,5,1,5,6,0,1,6,8.5,9,4,4,3,2,2,7,Wellness,77,1
35,Developer,Tech,18,Startup,Remote,50,0,5,0,3,0,32,16,5,2,9,0,1,1,5.8,2,0,5,4,4,4,3,Learning,48,0
51,Analyst,Tech,30,Startup,Remote,50,1,4,19,4,3,5,35,5,4,8,1,1,1,7.5,3,1,6,3,1,1,2,Wellness,70,0
56,Analyst,Finance,23,SME,Remote,54,13,1,0,3,1,4,69,9,2,7,0,1,7,7.7,2,2,4,6,8,7,3,Wellness,79,0
42,Developer,Operations,33,SME,Remote,52,3,3,18,10,3,14,60,8,3,5,1,1,3,5,2,6,6,7,1,2,6,None,83,0
58,Developer,Operations,22,MNC,Remote,40,8,8,1,6,2,24,110,5,5,7,0,1,7,4.8,6,0,11,7,9,8,6,Learning,45,1
26,Designer,Finance,5,SME,Onsite,62,5,7,11,7,1,12,73,5,9,1,1,0,5,4.5,6,3,1,1,6,10,6,None,63,1
40,Designer,HR,26,MNC,Remote,49,16,7,12,4,2,5,48,2,3,8,0,0,1,7.5,5,3,6,5,3,1,0,None,49,1
35,Developer,Finance,10,SME,Remote,54,10,3,13,3,3,36,105,9,10,5,0,0,8,6.7,2,1,4,3,8,2,1,Learning,42,0
47,Manager,Finance,4,Startup,Hybrid,55,3,9,4,3,3,1,68,4,6,7,0,0,9,4.4,1,3,9,1,2,8,4,Scheduling,26,1
25,Designer,HR,16,Startup,Hybrid,41,8,6,2,3,1,16,82,7,4,7,0,0,6,5.5,3,1,4,1,3,5,6,Scheduling,33,1
46,Manager,Operations,6,SME,Onsite,61,15,8,16,9,2,23,70,10,4,8,1,0,2,4.7,3,3,10,2,7,5,3,Scheduling,85,1
46,Developer,Finance,26,MNC,Onsite,62,2,8,0,3,1,11,23,6,10,7,0,1,9,4.5,9,7,14,10,1,7,7,Learning,62,1
39,Designer,Operations,14,MNC,Hybrid,39,3,3,13,3,1,13,50,5,10,6,1,1,2,5.5,4,3,5,8,9,4,4,Wellness,66,0
29,Analyst,Finance,12,MNC,Hybrid,33,2,4,5,8,2,6,41,5,5,6,1,0,6,4.5,9,2,11,4,10,9,6,Wellness,26,1
35,Developer,HR,10,SME,Remote,44,12,6,16,4,1,25,18,7,7,5,0,1,10,5.3,1,4,8,10,9,3,1,Learning,6,0
53,HR,HR,25,SME,Remote,35,18,2,3,7,0,31,61,2,4,5,0,0,4,6.8,3,2,3,3,3,8,5,None,98,0
59,Manager,Tech,21,Startup,Onsite,56,0,7,5,3,1,28,74,9,8,4,1,0,6,6.8,1,0,4,8,4,3,7,None,22,0
54,Developer,HR,27,Startup,Hybrid,34,5,2,0,8,3,38,66,2,9,7,0,1,4,4.8,6,7,4,2,2,8,1,Learning,65,0
44,Developer,Tech,23,SME,Onsite,34,2,5,8,3,2,8,29,9,9,3,1,1,3,5,1,4,13,9,10,1,0,None,87,0
36,Designer,Finance,28,Startup,Remote,47,2,4,3,5,3,13,106,4,9,5,0,0,8,8.3,2,2,14,4,1,10,7,None,1,0
54,Designer,Operations,8,MNC,Onsite,57,15,9,8,1,0,16,37,10,2,3,0,1,5,4.8,9,4,2,9,8,10,1,Scheduling,35,1
46,Designer,HR,3,MNC,Onsite,64,9,2,8,5,0,24,5,10,3,8,0,1,1,4.2,1,4,2,1,9,7,2,Learning,57,0
38,HR,HR,17,SME,Onsite,51,16,7,12,6,1,29,110,6,5,5,1,0,8,5.2,4,4,11,5,9,1,5,Scheduling,80,1
54,Designer,HR,15,MNC,Remote,63,6,7,16,7,3,28,98,1,1,10,0,0,3,6.9,6,3,0,10,10,2,4,Wellness,10,0
23,Developer,Finance,32,SME,Onsite,33,12,7,2,2,1,28,21,5,4,6,1,0,4,4,2,4,13,7,5,1,1,Wellness,6,1
35,Designer,Tech,28,MNC,Remote,47,10,1,5,2,1,17,10,6,5,1,0,0,9,8.9,1,7,3,4,5,10,1,Wellness,65,0
27,Analyst,Finance,9,SME,Hybrid,55,9,8,19,9,3,30,71,9,9,4,1,1,3,5.2,4,3,8,5,5,3,4,Wellness,78,0
27,Designer,Operations,8,MNC,Onsite,51,6,2,14,10,0,18,90,9,8,9,0,0,5,5.2,3,5,1,9,6,9,4,None,30,0
24,HR,Finance,30,MNC,Onsite,62,5,5,13,1,0,16,28,9,1,5,1,1,8,7.7,7,4,12,6,4,1,0,None,45,1
28,Analyst,Operations,27,Startup,Remote,43,0,2,12,2,0,5,118,3,3,1,0,1,6,5.2,7,3,9,6,2,3,6,Scheduling,69,1
29,Developer,HR,2,Startup,Onsite,60,16,5,8,2,2,11,118,4,3,4,1,0,3,6,10,4,3,2,2,2,1,Learning,52,1
36,Developer,Operations,13,Startup,Remote,39,11,7,14,10,2,37,7,8,6,6,1,1,8,6.7,7,0,8,1,6,5,2,None,92,0
50,Manager,Operations,24,Startup,Onsite,53,3,6,13,7,1,2,86,8,4,7,1,0,5,4.1,9,2,8,4,5,7,2,Learning,67,1
54,Analyst,Tech,14,Startup,Hybrid,50,2,5,3,6,2,34,92,2,4,7,1,1,6,8.2,9,5,7,10,4,6,0,Scheduling,45,0
51,Manager,Operations,1,Startup,Hybrid,37,5,4,10,9,2,32,79,8,1,8,1,1,3,6.6,4,4,1,3,6,10,7,Wellness,36,0
48,Analyst,Operations,23,SME,Hybrid,61,15,8,1,7,3,28,34,7,10,5,1,1,8,5.6,9,0,10,7,4,5,6,None,75,1
57,Analyst,Finance,13,SME,Onsite,60,12,8,15,3,1,2,71,9,4,6,0,0,4,6,7,7,2,7,10,3,1,Wellness,26,1
50,HR,HR,6,Startup,Onsite,63,8,1,18,3,1,4,71,5,1,2,0,1,9,4.3,6,7,5,6,4,7,4,Scheduling,24,1
59,Manager,Finance,23,SME,Hybrid,52,10,10,15,1,3,13,44,2,5,10,0,0,5,7.6,9,2,1,5,6,9,2,Learning,11,1
54,HR,Finance,26,Startup,Hybrid,54,19,2,6,8,0,35,32,5,3,2,1,1,1,6.7,4,1,2,3,4,2,5,None,59,0
58,Analyst,HR,29,SME,Remote,36,12,3,10,1,3,27,105,2,10,3,0,0,9,8.6,1,5,0,4,9,6,5,Learning,16,0
48,Developer,HR,26,MNC,Remote,48,18,1,11,2,0,31,4,5,5,4,1,1,8,6.3,6,5,3,5,7,5,1,Learning,49,0
54,Analyst,Operations,14,SME,Hybrid,36,2,3,3,7,1,17,61,9,3,6,1,1,5,8.1,1,4,10,4,6,9,6,Wellness,75,0
25,HR,Operations,25,SME,Hybrid,37,11,10,15,1,1,39,36,7,5,6,0,1,3,4.9,10,1,5,3,3,8,0,None,94,1
43,Manager,Tech,0,SME,Onsite,43,18,8,15,4,2,12,16,7,4,3,0,0,9,4.3,9,2,0,2,4,9,0,Scheduling,8,1
23,Manager,Finance,3,MNC,Hybrid,30,7,4,6,9,2,1,21,1,9,1,0,1,7,8.7,5,2,13,5,2,7,7,None,82,0
31,HR,HR,28,Startup,Remote,42,13,7,12,8,3,24,77,9,6,3,1,0,8,5.3,2,4,14,2,3,5,5,Learning,28,0
26,Manager,Operations,0,SME,Remote,32,8,7,4,8,2,19,101,6,10,4,0,1,3,8.2,8,0,11,2,1,4,4,Wellness,24,0
31,Designer,HR,21,SME,Remote,57,16,5,0,3,1,6,31,7,2,9,1,0,6,5.3,10,4,0,2,9,8,7,Learning,14,1
54,Developer,Operations,10,MNC,Remote,44,5,1,4,5,1,10,13,2,1,10,1,1,4,4.8,6,7,7,2,10,2,7,Learning,8,1
59,Developer,Tech,9,Startup,Remote,32,3,10,13,4,0,4,107,1,1,8,1,1,3,7.7,3,0,6,8,3,1,0,None,12,0
34,Developer,Tech,16,SME,Remote,33,3,4,10,8,2,28,19,4,1,4,0,1,4,7.9,2,6,6,7,8,3,0,Learning,46,0
52,Manager,HR,25,MNC,Hybrid,34,18,7,1,7,0,17,21,9,9,7,0,0,2,8.2,10,4,6,9,4,7,0,None,43,0
57,Manager,Tech,20,Startup,Remote,55,11,5,17,7,1,7,29,9,5,9,0,0,5,8.3,4,7,4,3,8,1,2,None,2,0
45,Analyst,HR,12,Startup,Remote,54,1,2,14,10,2,26,53,3,4,2,0,1,8,6.4,1,0,14,1,7,5,4,Learning,73,0
36,Analyst,Operations,8,SME,Remote,39,16,8,13,10,0,1,32,1,10,3,1,0,5,6,1,7,3,6,4,5,4,Wellness,17,0
50,Developer,Finance,10,SME,Remote,37,14,2,12,7,1,34,4,2,5,1,1,0,2,7.8,5,7,12,9,7,3,6,Learning,9,0
29,Designer,Tech,10,SME,Hybrid,41,9,8,1,1,0,25,17,9,9,8,1,1,7,6.8,10,3,6,1,8,1,4,Wellness,35,1
26,Analyst,Operations,5,SME,Onsite,32,2,2,18,7,2,22,62,9,3,2,1,1,8,8.8,9,0,10,1,10,5,0,Learning,91,0
50,Analyst,Finance,0,MNC,Onsite,56,19,5,7,4,0,4,45,1,3,7,0,1,4,5.9,5,0,13,4,3,8,0,Scheduling,56,1
25,Manager,Finance,5,MNC,Onsite,52,3,4,16,3,0,15,6,9,2,7,0,1,3,4.2,6,2,2,10,5,9,5,Scheduling,2,1
33,Designer,Finance,12,SME,Onsite,62,0,1,14,5,1,10,28,1,8,3,1,0,8,6.9,10,1,8,1,3,6,2,Scheduling,19,1
23,Developer,Operations,21,Startup,Remote,43,0,8,19,2,2,18,56,10,7,2,0,0,10,5.8,9,4,1,9,7,1,0,Learning,17,1
48,Analyst,Operations,30,SME,Onsite,52,17,10,13,8,3,15,46,4,2,3,1,1,2,5.7,3,2,0,6,6,5,2,Learning,48,1
52,Designer,HR,21,Startup,Onsite,60,3,3,2,9,3,31,8,5,4,8,1,0,7,6.8,4,1,14,5,1,2,7,Wellness,36,0
57,Designer,Finance,26,Startup,Hybrid,42,14,4,16,5,0,11,110,8,7,9,0,0,10,8.6,2,2,7,5,10,1,7,Scheduling,19,0
57,Developer,Finance,13,Startup,Hybrid,41,9,4,2,3,1,1,58,5,1,8,1,0,8,5.3,4,5,13,2,5,3,6,None,73,1
47,Designer,Finance,4,MNC,Hybrid,64,16,5,12,10,2,21,111,5,1,2,0,1,5,5.9,8,2,5,3,4,10,4,Scheduling,97,1
48,Designer,HR,31,Startup,Remote,47,11,3,17,7,1,25,104,4,8,9,0,1,7,8.5,2,4,13,7,2,5,2,Scheduling,63,0
26,Designer,Finance,33,Startup,Remote,50,19,9,0,1,2,32,70,9,6,6,1,1,9,8.5,4,5,12,4,1,9,1,None,21,1
41,Analyst,Operations,6,MNC,Remote,30,11,4,6,10,1,23,70,8,2,2,0,1,8,5.2,8,3,13,6,7,7,3,Scheduling,20,0
32,Developer,Finance,9,Startup,Hybrid,38,15,10,4,3,3,4,112,9,10,9,0,1,5,7.5,7,2,3,8,7,6,6,Scheduling,96,1
31,Designer,Tech,16,Startup,Onsite,52,4,4,1,9,3,20,42,7,10,5,1,0,4,6.1,9,4,9,1,6,9,0,Wellness,79,0
59,Designer,Operations,29,SME,Hybrid,43,15,6,16,2,3,17,58,7,1,6,0,1,3,8.7,2,0,8,6,5,6,4,Scheduling,34,0
27,Analyst,HR,20,Startup,Remote,40,16,8,9,9,1,38,5,5,3,1,0,1,6,7.7,4,1,4,1,9,4,3,None,99,0
29,Developer,Finance,12,Startup,Hybrid,36,14,7,3,1,1,4,109,10,4,2,0,0,4,6.5,9,6,12,8,2,7,5,None,0,1
44,Manager,Tech,0,Startup,Onsite,60,12,4,8,4,0,7,110,1,5,1,0,1,4,8.1,6,4,10,4,3,2,3,Scheduling,11,0
47,Analyst,HR,0,Startup,Remote,53,7,4,10,10,3,20,52,6,10,4,0,0,7,9,9,3,0,5,9,2,4,Learning,12,0
33,Developer,HR,32,Startup,Onsite,55,1,5,11,6,0,4,63,10,3,2,0,0,10,6.2,9,6,0,10,2,6,5,Scheduling,7,0
47,Designer,Operations,24,MNC,Onsite,59,7,10,11,7,1,12,103,6,5,1,1,1,5,5.9,7,4,13,2,3,5,6,None,30,1
34,Developer,HR,25,Startup,Remote,63,9,5,17,3,2,18,119,10,7,3,0,0,1,7,7,4,6,3,6,6,3,None,4,1
39,Developer,HR,12,Startup,Onsite,34,6,1,3,9,3,28,90,4,9,4,1,0,5,7.4,8,7,13,7,10,2,2,None,43,0
46,Developer,HR,27,MNC,Hybrid,34,9,8,8,4,3,1,3,2,5,4,1,0,6,7.5,2,0,12,7,7,2,6,Learning,50,0
54,Manager,HR,32,MNC,Onsite,48,3,10,7,5,3,36,0,1,4,3,1,1,1,6.4,10,1,0,8,2,1,4,Learning,99,1
33,Developer,Finance,29,Startup,Onsite,57,10,5,18,8,3,25,69,3,10,2,1,0,3,5.7,7,6,5,3,8,2,4,Learning,24,0
57,Manager,Finance,7,Startup,Onsite,55,8,3,12,3,3,28,30,9,9,8,1,0,6,8.1,6,5,6,2,9,10,5,Scheduling,44,0
